,store_id,product_id,date,unit
6923,45,41,2016-05-22,1
6924,45,278,2016-05-22,1
6925,45,208,2016-05-22,1
6926,45,40,2016-05-22,1
6927,45,56,2016-05-22,1
6928,45,320,2016-05-22,1
6929,45,106,2016-05-22,1
6930,45,79,2016-05-22,1
6931,45,264,2016-05-22,1
6932,45,2,2016-05-22,2
6933,45,302,2016-05-22,1
6934,45,3,2016-05-22,1
6935,45,220,2016-05-22,1
6936,60,252,2016-05-22,1
6937,60,244,2016-05-22,2
6938,60,131,2016-05-22,1
6939,60,317,2016-05-22,1
6940,60,55,2016-05-22,1
6941,60,103,2016-05-22,2
6942,60,90,2016-05-22,1
6943,60,163,2016-05-22,4
6944,60,126,2016-05-22,1
6945,60,115,2016-05-22,2
6946,60,12,2016-05-22,1
6947,60,2,2016-05-22,1
6948,60,154,2016-05-22,2
6949,60,284,2016-05-22,1
6950,75,192,2016-05-22,3
6951,75,103,2016-05-22,1
6952,75,29,2016-05-22,1
6953,75,217,2016-05-22,1
6954,75,91,2016-05-22,1
6955,75,194,2016-05-22,1
6956,75,120,2016-05-22,1
6957,75,165,2016-05-22,1
6958,75,236,2016-05-22,1
6959,75,255,2016-05-22,1
6960,75,132,2016-05-22,1
6961,75,79,2016-05-22,1
6962,75,12,2016-05-22,1
6963,75,2,2016-05-22,2
6964,90,162,2016-05-22,1
6965,90,4,2016-05-22,-1
6966,90,135,2016-05-22,1
6967,90,199,2016-05-22,1
6968,90,287,2016-05-22,1
6969,90,143,2016-05-22,3
6970,90,310,2016-05-22,1
6971,90,90,2016-05-22,2
6972,90,132,2016-05-22,1
6973,90,215,2016-05-22,2
6974,90,74,2016-05-22,1
6975,90,73,2016-05-22,1
6976,90,154,2016-05-22,1
6977,90,284,2016-05-22,1
6979,15,232,2016-05-23,1
6980,15,101,2016-05-23,1
6981,15,231,2016-05-23,1
6982,15,317,2016-05-23,1
6983,15,198,2016-05-23,1
6984,15,203,2016-05-23,4
6985,15,246,2016-05-23,1
6986,15,195,2016-05-23,1
6987,15,29,2016-05-23,6
6988,15,89,2016-05-23,1
6989,15,49,2016-05-23,1
6990,15,173,2016-05-23,3
6991,15,120,2016-05-23,1
6992,15,95,2016-05-23,1
6993,15,138,2016-05-23,1
6994,15,86,2016-05-23,1
6995,15,141,2016-05-23,1
6996,15,320,2016-05-23,1
6997,15,82,2016-05-23,1
6998,15,267,2016-05-23,1
6999,15,134,2016-05-23,1
7000,15,2,2016-05-23,1
7001,15,241,2016-05-23,1
7002,15,168,2016-05-23,1
7003,15,9,2016-05-23,1
7004,30,232,2016-05-23,1
7005,30,46,2016-05-23,1
7006,30,43,2016-05-23,2
7007,30,288,2016-05-23,3
7008,30,144,2016-05-23,1
7009,30,305,2016-05-23,1
7010,30,246,2016-05-23,1
7011,30,259,2016-05-23,1
7012,30,97,2016-05-23,-1
7014,30,310,2016-05-23,1
7015,30,69,2016-05-23,1
7016,30,303,2016-05-23,2
7017,30,102,2016-05-23,1
7018,30,7,2016-05-23,1
7019,30,279,2016-05-23,1
7020,30,126,2016-05-23,1
7021,30,267,2016-05-23,1
7022,30,134,2016-05-23,1
7023,30,204,2016-05-23,-1
7024,30,12,2016-05-23,1
7025,30,137,2016-05-23,1
7026,30,2,2016-05-23,2
7027,30,216,2016-05-23,1
7028,30,63,2016-05-23,1
7029,30,181,2016-05-23,1
7030,30,284,2016-05-23,1
7031,45,176,2016-05-23,1
7032,45,252,2016-05-23,1
7033,45,45,2016-05-23,2
7034,45,288,2016-05-23,1
7035,45,15,2016-05-23,1
7036,45,200,2016-05-23,1
7037,45,112,2016-05-23,1
7038,45,29,2016-05-23,3
7039,45,89,2016-05-23,1
7040,45,173,2016-05-23,2
7041,45,91,2016-05-23,1
7042,45,126,2016-05-23,1
7043,45,236,2016-05-23,1
7044,45,175,2016-05-23,1
7045,45,86,2016-05-23,1
7046,45,235,2016-05-23,1
7047,45,283,2016-05-23,1
7048,45,218,2016-05-23,1
7049,45,130,2016-05-23,1
7050,45,234,2016-05-23,1
7051,45,155,2016-05-23,2
7052,45,137,2016-05-23,1
7053,45,125,2016-05-23,1
7054,45,94,2016-05-23,1
7055,45,68,2016-05-23,1
7056,60,232,2016-05-23,1
7057,60,46,2016-05-23,2
7058,60,252,2016-05-23,1
7059,60,45,2016-05-23,1
7060,60,288,2016-05-23,1
7061,60,275,2016-05-23,3
7062,60,103,2016-05-23,1
7063,60,29,2016-05-23,7
7064,60,17,2016-05-23,1
7065,60,143,2016-05-23,1
7066,60,166,2016-05-23,1
7067,60,80,2016-05-23,1
7068,60,57,2016-05-23,1
7069,60,163,2016-05-23,1
7070,60,83,2016-05-23,1
7071,60,134,2016-05-23,1
7072,60,321,2016-05-23,1
7073,60,309,2016-05-23,1
7074,60,111,2016-05-23,2
7075,60,2,2016-05-23,5
7076,60,154,2016-05-23,3
7077,60,181,2016-05-23,1
7078,60,122,2016-05-23,1
7079,60,284,2016-05-23,2
7080,60,36,2016-05-23,1
7082,75,297,2016-05-23,1
7083,75,28,2016-05-23,3
7084,75,192,2016-05-23,2
7085,75,198,2016-05-23,1
7086,75,203,2016-05-23,1
7087,75,29,2016-05-23,6
7088,75,194,2016-05-23,1
7089,75,120,2016-05-23,1
7090,75,24,2016-05-23,1
7091,75,163,2016-05-23,3
7092,75,175,2016-05-23,1
7093,75,100,2016-05-23,1
7094,75,86,2016-05-23,2
7095,75,134,2016-05-23,1
7096,75,262,2016-05-23,1
7097,75,264,2016-05-23,1
7098,75,2,2016-05-23,3
7099,75,302,2016-05-23,1
7100,75,154,2016-05-23,1
7101,75,191,2016-05-23,1
7102,75,284,2016-05-23,3
7103,90,297,2016-05-23,2
7104,90,43,2016-05-23,1
7105,90,252,2016-05-23,1
7106,90,133,2016-05-23,1
7107,90,150,2016-05-23,1
7108,90,258,2016-05-23,1
7109,90,265,2016-05-23,1
7111,90,303,2016-05-23,1
7112,90,91,2016-05-23,1
7113,90,102,2016-05-23,1
7114,90,174,2016-05-23,1
7115,90,95,2016-05-23,1
7116,90,40,2016-05-23,1
7117,90,230,2016-05-23,1
7118,90,126,2016-05-23,1
7119,90,188,2016-05-23,1
7120,90,140,2016-05-23,1
7121,90,204,2016-05-23,1
7122,90,2,2016-05-23,1
7123,90,181,2016-05-23,1
7124,90,179,2016-05-23,2
7129,15,198,2016-05-24,1
7130,15,103,2016-05-24,2
7131,15,146,2016-05-24,1
7132,15,29,2016-05-24,8
7133,15,173,2016-05-24,2
7134,15,166,2016-05-24,2
7135,15,172,2016-05-24,1
7136,15,175,2016-05-24,1
7137,15,306,2016-05-24,1
7138,15,5,2016-05-24,1
7139,15,134,2016-05-24,1
7140,15,12,2016-05-24,2
7141,15,1,2016-05-24,1
7142,15,181,2016-05-24,1
7143,15,183,2016-05-24,1
7145,30,43,2016-05-24,2
7146,30,288,2016-05-24,1
7147,30,231,2016-05-24,1
7148,30,144,2016-05-24,2
7149,30,151,2016-05-24,1
7150,30,198,2016-05-24,2
7151,30,305,2016-05-24,1
7152,30,287,2016-05-24,2
7153,30,64,2016-05-24,1
7154,30,56,2016-05-24,-1
7155,30,279,2016-05-24,1
7156,30,132,2016-05-24,1
7157,30,106,2016-05-24,1
7158,30,222,2016-05-24,1
7159,30,79,2016-05-24,1
7160,30,111,2016-05-24,2
7161,30,2,2016-05-24,3
7162,30,216,2016-05-24,1
7163,30,63,2016-05-24,2
7164,30,94,2016-05-24,1
7165,30,284,2016-05-24,1
7166,30,145,2016-05-24,1
7167,45,19,2016-05-24,1
7168,45,124,2016-05-24,1
7169,45,76,2016-05-24,2
7170,45,29,2016-05-24,6
7171,45,193,2016-05-24,1
7172,45,173,2016-05-24,2
7173,45,90,2016-05-24,1
7174,45,65,2016-05-24,1
7175,45,303,2016-05-24,1
7176,45,102,2016-05-24,1
7177,45,180,2016-05-24,1
7178,45,169,2016-05-24,1
7179,45,126,2016-05-24,1
7180,45,236,2016-05-24,1
7181,45,250,2016-05-24,1
7182,45,175,2016-05-24,1
7183,45,119,2016-05-24,1
7184,45,235,2016-05-24,-1
7185,45,106,2016-05-24,1
7186,45,155,2016-05-24,1
7187,45,182,2016-05-24,1
7188,45,302,2016-05-24,1
7189,45,73,2016-05-24,1
7191,60,45,2016-05-24,1
7192,60,317,2016-05-24,1
7193,60,160,2016-05-24,1
7194,60,259,2016-05-24,1
7195,60,211,2016-05-24,1
7196,60,61,2016-05-24,1
7197,60,29,2016-05-24,6
7198,60,251,2016-05-24,1
7199,60,49,2016-05-24,1
7200,60,310,2016-05-24,1
7201,60,323,2016-05-24,1
7202,60,180,2016-05-24,1
7203,60,120,2016-05-24,1
7204,60,95,2016-05-24,1
7205,60,163,2016-05-24,2
7206,60,175,2016-05-24,2
7207,60,86,2016-05-24,3
7208,60,235,2016-05-24,1
7209,60,215,2016-05-24,1
7210,60,12,2016-05-24,2
7211,60,111,2016-05-24,2
7212,60,2,2016-05-24,1
7213,60,73,2016-05-24,2
7214,60,154,2016-05-24,2
7215,60,284,2016-05-24,1
7216,75,26,2016-05-24,1
7217,75,252,2016-05-24,1
7218,75,192,2016-05-24,4
7219,75,317,2016-05-24,1
7220,75,198,2016-05-24,3
7221,75,199,2016-05-24,1
7222,75,239,2016-05-24,1
7223,75,29,2016-05-24,3
7224,75,13,2016-05-24,1
7225,75,49,2016-05-24,4
7226,75,163,2016-05-24,1
7227,75,126,2016-05-24,1
7228,75,86,2016-05-24,1
7229,75,79,2016-05-24,2
7230,75,234,2016-05-24,1
7231,75,12,2016-05-24,2
7232,75,264,2016-05-24,1
7233,75,154,2016-05-24,1
7234,75,284,2016-05-24,1
7236,90,297,2016-05-24,1
7237,90,307,2016-05-24,1
7238,90,43,2016-05-24,2
7239,90,252,2016-05-24,1
7240,90,288,2016-05-24,1
7241,90,144,2016-05-24,1
7242,90,305,2016-05-24,1
7245,90,18,2016-05-24,1
7246,90,247,2016-05-24,1
7247,90,57,2016-05-24,-1
7248,90,83,2016-05-24,1
7249,90,126,2016-05-24,1
7250,90,86,2016-05-24,1
7251,90,132,2016-05-24,1
7252,90,82,2016-05-24,1
7256,15,246,2016-05-25,2
7257,15,103,2016-05-25,1
7258,15,124,2016-05-25,2
7259,15,29,2016-05-25,8
7260,15,261,2016-05-25,1
7261,15,17,2016-05-25,1
7262,15,86,2016-05-25,1
7263,15,290,2016-05-25,1
7264,15,121,2016-05-25,1
7265,15,117,2016-05-25,1
7266,15,123,2016-05-25,1
7267,15,12,2016-05-25,1
7268,15,284,2016-05-25,-2
7270,30,131,2016-05-25,2
7271,30,288,2016-05-25,1
7272,30,299,2016-05-25,1
7273,30,21,2016-05-25,1
7274,30,305,2016-05-25,1
7275,30,259,2016-05-25,2
7276,30,107,2016-05-25,1
7277,30,41,2016-05-25,1
7278,30,62,2016-05-25,1
7279,30,60,2016-05-25,2
7280,30,126,2016-05-25,1
7281,30,175,2016-05-25,1
7282,30,248,2016-05-25,1
7283,30,121,2016-05-25,3
7284,30,106,2016-05-25,1
7285,30,12,2016-05-25,1
7286,30,2,2016-05-25,5
7287,30,1,2016-05-25,1
7288,30,154,2016-05-25,1
7289,30,94,2016-05-25,1
7290,30,3,2016-05-25,2
7291,30,168,2016-05-25,1
7292,30,273,2016-05-25,1
7293,30,284,2016-05-25,1
7294,45,76,2016-05-25,1
7295,45,29,2016-05-25,8
7296,45,303,2016-05-25,1
7297,45,102,2016-05-25,1
7298,45,180,2016-05-25,2
7299,45,227,2016-05-25,1
7300,45,120,2016-05-25,1
7301,45,86,2016-05-25,1
7302,45,226,2016-05-25,1
7303,45,12,2016-05-25,2
7304,45,168,2016-05-25,1
7305,45,284,2016-05-25,3
7307,60,148,2016-05-25,1
7308,60,48,2016-05-25,1
7309,60,246,2016-05-25,1
7310,60,259,2016-05-25,4
7311,60,29,2016-05-25,13
7312,60,265,2016-05-25,1
7313,60,166,2016-05-25,2
7314,60,169,2016-05-25,1
7315,60,57,2016-05-25,2
7316,60,163,2016-05-25,2
7317,60,221,2016-05-25,1
7318,60,119,2016-05-25,1
7319,60,235,2016-05-25,1
7320,60,5,2016-05-25,1
7321,60,79,2016-05-25,1
7322,60,12,2016-05-25,0
7323,60,2,2016-05-25,5
7324,60,181,2016-05-25,1
7326,75,28,2016-05-25,2
7327,75,4,2016-05-25,1
7328,75,77,2016-05-25,1
7329,75,275,2016-05-25,1
7330,75,48,2016-05-25,1
7331,75,239,2016-05-25,-1
7332,75,29,2016-05-25,3
7333,75,91,2016-05-25,1
7334,75,247,2016-05-25,1
7335,75,95,2016-05-25,-1
7336,75,40,2016-05-25,1
7337,75,163,2016-05-25,1
7338,75,126,2016-05-25,3
7339,75,306,2016-05-25,1
7340,75,86,2016-05-25,1
7341,75,34,2016-05-25,1
7342,75,12,2016-05-25,1
7343,75,2,2016-05-25,2
7344,75,1,2016-05-25,1
7345,75,181,2016-05-25,1
7348,90,252,2016-05-25,2
7349,90,133,2016-05-25,1
7350,90,317,2016-05-25,1
7351,90,198,2016-05-25,1
7352,90,27,2016-05-25,1
7353,90,193,2016-05-25,1
7354,90,310,2016-05-25,1
7355,90,91,2016-05-25,1
7356,90,174,2016-05-25,1
7357,90,278,2016-05-25,1
7358,90,57,2016-05-25,2
7359,90,47,2016-05-25,1
7360,90,134,2016-05-25,1
7361,90,223,2016-05-25,1
7362,90,168,2016-05-25,1
7363,90,183,2016-05-25,2
7367,15,307,2016-05-26,1
7368,15,252,2016-05-26,2
7369,15,305,2016-05-26,1
7370,15,259,2016-05-26,2
7371,15,287,2016-05-26,1
7372,15,29,2016-05-26,9
7373,15,89,2016-05-26,1
7374,15,17,2016-05-26,-1
7375,15,83,2016-05-26,1
7376,15,126,2016-05-26,1
7377,15,250,2016-05-26,1
7378,15,175,2016-05-26,2
7379,15,86,2016-05-26,1
7380,15,320,2016-05-26,2
7381,15,178,2016-05-26,1
7382,15,218,2016-05-26,1
7383,15,54,2016-05-26,1
7384,15,12,2016-05-26,1
7385,15,264,2016-05-26,1
7386,15,63,2016-05-26,1
7387,15,122,2016-05-26,1
7388,15,191,2016-05-26,1
7389,30,148,2016-05-26,1
7390,30,244,2016-05-26,1
7391,30,288,2016-05-26,2
7392,30,15,2016-05-26,1
7393,30,66,2016-05-26,1
7394,30,113,2016-05-26,1
7395,30,27,2016-05-26,2
7396,30,150,2016-05-26,1
7397,30,62,2016-05-26,1
7398,30,323,2016-05-26,1
7399,30,194,2016-05-26,1
7400,30,174,2016-05-26,1
7401,30,138,2016-05-26,1
7402,30,312,2016-05-26,1
7403,30,7,2016-05-26,2
7404,30,279,2016-05-26,2
7405,30,283,2016-05-26,-1
7406,30,106,2016-05-26,1
7407,30,222,2016-05-26,1
7408,30,262,2016-05-26,1
7409,30,264,2016-05-26,2
7410,30,2,2016-05-26,3
7411,30,63,2016-05-26,3
7412,30,284,2016-05-26,1
7413,45,252,2016-05-26,1
7414,45,19,2016-05-26,1
7415,45,76,2016-05-26,3
7416,45,29,2016-05-26,9
7417,45,13,2016-05-26,1
7418,45,303,2016-05-26,1
7419,45,57,2016-05-26,1
7420,45,7,2016-05-26,1
7421,45,230,2016-05-26,1
7422,45,215,2016-05-26,1
7423,45,106,2016-05-26,1
7424,45,267,2016-05-26,1
7425,45,214,2016-05-26,1
7426,45,268,2016-05-26,1
7427,45,234,2016-05-26,1
7428,45,155,2016-05-26,1
7429,45,2,2016-05-26,2
7430,45,1,2016-05-26,1
7431,45,164,2016-05-26,1
7432,45,284,2016-05-26,1
7433,60,252,2016-05-26,1
7434,60,135,2016-05-26,5
7435,60,239,2016-05-26,1
7436,60,29,2016-05-26,11
7437,60,17,2016-05-26,1
7438,60,310,2016-05-26,1
7439,60,90,2016-05-26,2
7440,60,163,2016-05-26,1
7441,60,279,2016-05-26,1
7442,60,126,2016-05-26,1
7443,60,215,2016-05-26,2
7444,60,134,2016-05-26,1
7445,60,12,2016-05-26,2
7446,60,2,2016-05-26,1
7447,60,181,2016-05-26,1
7448,60,122,2016-05-26,1
7449,60,284,2016-05-26,3
7450,75,51,2016-05-26,1
7451,75,133,2016-05-26,1
7452,75,299,2016-05-26,1
7453,75,249,2016-05-26,2
7454,75,198,2016-05-26,1
7455,75,275,2016-05-26,1
7456,75,239,2016-05-26,1
7457,75,29,2016-05-26,5
7458,75,6,2016-05-26,1
7459,75,251,2016-05-26,1
7460,75,310,2016-05-26,1
7461,75,91,2016-05-26,1
7462,75,80,2016-05-26,1
7463,75,40,2016-05-26,3
7464,75,163,2016-05-26,5
7465,75,7,2016-05-26,1
7466,75,279,2016-05-26,1
7467,75,248,2016-05-26,3
7468,75,267,2016-05-26,1
7469,75,134,2016-05-26,1
7470,75,268,2016-05-26,1
7471,75,182,2016-05-26,1
7472,75,137,2016-05-26,1
7473,75,1,2016-05-26,1
7474,75,73,2016-05-26,1
7475,75,241,2016-05-26,1
7476,75,284,2016-05-26,1
7477,90,252,2016-05-26,2
7478,90,317,2016-05-26,1
7479,90,203,2016-05-26,1
7480,90,107,2016-05-26,1
7481,90,173,2016-05-26,2
7482,90,100,2016-05-26,1
7483,90,215,2016-05-26,2
7484,90,106,2016-05-26,1
7485,90,79,2016-05-26,1
7486,90,12,2016-05-26,1
7487,90,181,2016-05-26,3
7488,90,284,2016-05-26,3
7492,15,288,2016-05-27,1
7493,15,29,2016-05-27,3
7494,15,217,2016-05-27,1
7495,15,57,2016-05-27,1
7496,15,306,2016-05-27,1
7497,15,264,2016-05-27,1
7498,30,288,2016-05-27,3
7499,30,317,2016-05-27,1
7500,30,66,2016-05-27,1
7501,30,27,2016-05-27,1
7502,30,261,2016-05-27,1
7503,30,62,2016-05-27,1
7504,30,278,2016-05-27,1
7505,30,289,2016-05-27,1
7506,30,57,2016-05-27,3
7507,30,163,2016-05-27,2
7508,30,83,2016-05-27,3
7509,30,279,2016-05-27,2
7510,30,320,2016-05-27,1
7511,30,121,2016-05-27,6
7512,30,262,2016-05-27,1
7513,30,185,2016-05-27,1
7514,30,2,2016-05-27,2
7515,30,63,2016-05-27,1
7516,30,159,2016-05-27,1
7517,30,39,2016-05-27,1
7518,45,101,2016-05-27,2
7519,45,252,2016-05-27,1
7520,45,198,2016-05-27,1
7521,45,21,2016-05-27,2
7522,45,76,2016-05-27,2
7523,45,29,2016-05-27,2
7524,45,90,2016-05-27,4
7525,45,95,2016-05-27,1
7526,45,118,2016-05-27,1
7527,45,283,2016-05-27,1
7528,45,2,2016-05-27,4
7529,45,63,2016-05-27,1
7530,45,16,2016-05-27,1
7531,45,284,2016-05-27,1
7532,45,53,2016-05-27,1
7534,60,231,2016-05-27,1
7535,60,15,2016-05-27,1
7536,60,42,2016-05-27,1
7537,60,160,2016-05-27,1
7538,60,103,2016-05-27,2
7539,60,29,2016-05-27,1
7540,60,97,2016-05-27,1
7541,60,173,2016-05-27,1
7542,60,24,2016-05-27,1
7543,60,289,2016-05-27,0
7544,60,95,2016-05-27,1
7545,60,57,2016-05-27,1
7546,60,312,2016-05-27,2
7547,60,117,2016-05-27,1
7548,60,79,2016-05-27,1
7549,60,168,2016-05-27,1
7550,60,284,2016-05-27,2
7551,75,19,2016-05-27,1
7552,75,133,2016-05-27,1
7553,75,249,2016-05-27,1
7554,75,198,2016-05-27,3
7555,75,61,2016-05-27,1
7556,75,199,2016-05-27,2
7557,75,29,2016-05-27,3
7558,75,265,2016-05-27,1
7559,75,90,2016-05-27,1
7560,75,40,2016-05-27,1
7561,75,163,2016-05-27,1
7562,75,7,2016-05-27,1
7563,75,126,2016-05-27,1
7564,75,82,2016-05-27,-1
7565,75,2,2016-05-27,3
7566,75,1,2016-05-27,1
7567,90,252,2016-05-27,1
7568,90,265,2016-05-27,1
7570,90,165,2016-05-27,1
7571,90,99,2016-05-27,1
7572,90,106,2016-05-27,1
7575,15,252,2016-05-28,1
7576,15,299,2016-05-28,1
7577,15,21,2016-05-28,1
7578,15,203,2016-05-28,1
7579,15,29,2016-05-28,3
7580,15,49,2016-05-28,3
7581,15,143,2016-05-28,1
7582,15,312,2016-05-28,1
7583,15,255,2016-05-28,1
7584,15,11,2016-05-28,1
7585,15,283,2016-05-28,1
7586,15,204,2016-05-28,1
7587,15,183,2016-05-28,2
7588,15,284,2016-05-28,1
7590,30,244,2016-05-28,1
7591,30,133,2016-05-28,1
7592,30,249,2016-05-28,1
7593,30,317,2016-05-28,1
7594,30,144,2016-05-28,2
7595,30,48,2016-05-28,1
7596,30,194,2016-05-28,1
7597,30,227,2016-05-28,2
7598,30,80,2016-05-28,1
7599,30,156,2016-05-28,1
7600,30,163,2016-05-28,4
7601,30,279,2016-05-28,3
7602,30,126,2016-05-28,1
7603,30,236,2016-05-28,1
7604,30,119,2016-05-28,1
7605,30,243,2016-05-28,1
7606,30,204,2016-05-28,1
7607,30,238,2016-05-28,1
7608,30,74,2016-05-28,1
7609,30,264,2016-05-28,1
7610,30,2,2016-05-28,3
7611,30,293,2016-05-28,1
7614,45,244,2016-05-28,1
7615,45,288,2016-05-28,1
7616,45,55,2016-05-28,1
7617,45,21,2016-05-28,2
7618,45,29,2016-05-28,5
7619,45,90,2016-05-28,1
7620,45,80,2016-05-28,1
7621,45,279,2016-05-28,2
7622,45,215,2016-05-28,1
7623,45,2,2016-05-28,1
7624,45,1,2016-05-28,1
7626,60,45,2016-05-28,3
7627,60,231,2016-05-28,1
7628,60,55,2016-05-28,1
7629,60,103,2016-05-28,1
7630,60,29,2016-05-28,2
7631,60,212,2016-05-28,2
7632,60,83,2016-05-28,1
7633,60,175,2016-05-28,1
7634,60,86,2016-05-28,1
7635,60,119,2016-05-28,1
7636,60,284,2016-05-28,1
7637,75,176,2016-05-28,1
7638,75,148,2016-05-28,1
7639,75,46,2016-05-28,1
7640,75,28,2016-05-28,1
7641,75,15,2016-05-28,1
7642,75,249,2016-05-28,2
7643,75,317,2016-05-28,1
7644,75,199,2016-05-28,1
7645,75,261,2016-05-28,1
7646,75,41,2016-05-28,1
7647,75,139,2016-05-28,1
7648,75,289,2016-05-28,1
7649,75,132,2016-05-28,1
7650,75,82,2016-05-28,1
7651,75,117,2016-05-28,1
7652,75,264,2016-05-28,1
7653,75,2,2016-05-28,2
7654,75,94,2016-05-28,1
7655,75,284,2016-05-28,1
7656,90,176,2016-05-28,1
7657,90,319,2016-05-28,2
7658,90,249,2016-05-28,1
7659,90,72,2016-05-28,1
7660,90,143,2016-05-28,1
7662,90,120,2016-05-28,1
7663,90,128,2016-05-28,1
7664,90,12,2016-05-28,1
7668,15,252,2016-05-29,4
7669,15,231,2016-05-29,3
7670,15,305,2016-05-29,1
7671,15,246,2016-05-29,3
7672,15,103,2016-05-29,2
7673,15,29,2016-05-29,4
7674,15,289,2016-05-29,1
7675,15,126,2016-05-29,1
7676,15,175,2016-05-29,2
7677,15,116,2016-05-29,1
7678,15,118,2016-05-29,1
7679,15,106,2016-05-29,1
7680,15,197,2016-05-29,1
7681,15,234,2016-05-29,1
7682,15,284,2016-05-29,1
7683,30,26,2016-05-29,1
7684,30,43,2016-05-29,1
7685,30,51,2016-05-29,0
7686,30,244,2016-05-29,1
7687,30,288,2016-05-29,1
7688,30,231,2016-05-29,1
7689,30,249,2016-05-29,3
7690,30,317,2016-05-29,2
7691,30,66,2016-05-29,1
7692,30,305,2016-05-29,1
7693,30,48,2016-05-29,1
7694,30,203,2016-05-29,1
7695,30,259,2016-05-29,1
7696,30,13,2016-05-29,1
7698,30,310,2016-05-29,1
7699,30,278,2016-05-29,1
7700,30,289,2016-05-29,1
7701,30,57,2016-05-29,3
7702,30,163,2016-05-29,5
7703,30,279,2016-05-29,1
7704,30,86,2016-05-29,1
7705,30,210,2016-05-29,1
7706,30,290,2016-05-29,1
7707,30,134,2016-05-29,2
7708,30,54,2016-05-29,1
7709,30,321,2016-05-29,1
7710,30,12,2016-05-29,1
7711,30,182,2016-05-29,2
7712,30,137,2016-05-29,1
7713,30,264,2016-05-29,2
7714,30,2,2016-05-29,3
7715,30,216,2016-05-29,1
7716,30,1,2016-05-29,1
7717,30,308,2016-05-29,1
7718,30,39,2016-05-29,1
7719,45,148,2016-05-29,1
7720,45,43,2016-05-29,2
7721,45,29,2016-05-29,4
7722,45,180,2016-05-29,1
7723,45,147,2016-05-29,1
7724,45,212,2016-05-29,1
7725,45,320,2016-05-29,1
7726,45,161,2016-05-29,1
7727,45,235,2016-05-29,1
7728,45,44,2016-05-29,1
7729,45,182,2016-05-29,1
7730,45,2,2016-05-29,2
7731,45,213,2016-05-29,-1
7732,45,164,2016-05-29,1
7733,45,284,2016-05-29,1
7734,60,101,2016-05-29,1
7735,60,45,2016-05-29,1
7736,60,19,2016-05-29,1
7737,60,15,2016-05-29,1
7738,60,42,2016-05-29,1
7739,60,21,2016-05-29,1
7740,60,246,2016-05-29,1
7741,60,124,2016-05-29,1
7742,60,29,2016-05-29,3
7743,60,173,2016-05-29,1
7744,60,90,2016-05-29,2
7745,60,166,2016-05-29,1
7746,60,169,2016-05-29,1
7747,60,289,2016-05-29,1
7748,60,40,2016-05-29,1
7749,60,312,2016-05-29,1
7750,60,56,2016-05-29,2
7751,60,175,2016-05-29,1
7752,60,255,2016-05-29,-1
7753,60,267,2016-05-29,1
7754,60,204,2016-05-29,1
7755,60,223,2016-05-29,1
7756,60,111,2016-05-29,2
7757,60,293,2016-05-29,1
7758,60,122,2016-05-29,1
7760,75,28,2016-05-29,4
7761,75,45,2016-05-29,2
7762,75,144,2016-05-29,1
7763,75,233,2016-05-29,1
7764,75,66,2016-05-29,1
7765,75,55,2016-05-29,1
7766,75,246,2016-05-29,1
7767,75,158,2016-05-29,1
7768,75,199,2016-05-29,1
7769,75,124,2016-05-29,1
7770,75,107,2016-05-29,1
7771,75,29,2016-05-29,1
7772,75,303,2016-05-29,1
7773,75,256,2016-05-29,1
7774,75,278,2016-05-29,1
7775,75,24,2016-05-29,1
7776,75,279,2016-05-29,1
7777,75,130,2016-05-29,1
7778,75,54,2016-05-29,1
7779,75,223,2016-05-29,1
7780,75,12,2016-05-29,1
7781,75,74,2016-05-29,1
7782,75,264,2016-05-29,1
7783,75,2,2016-05-29,2
7784,75,154,2016-05-29,1
7785,75,241,2016-05-29,1
7786,75,145,2016-05-29,1
7787,90,43,2016-05-29,1
7788,90,252,2016-05-29,1
7789,90,288,2016-05-29,1
7790,90,317,2016-05-29,1
7791,90,144,2016-05-29,1
7792,90,50,2016-05-29,1
7793,90,193,2016-05-29,2
7794,90,265,2016-05-29,1
7795,90,166,2016-05-29,1
7796,90,104,2016-05-29,1
7797,90,40,2016-05-29,1
7798,90,83,2016-05-29,1
7799,90,100,2016-05-29,-1
7800,90,47,2016-05-29,1
7801,90,128,2016-05-29,-1
7802,90,79,2016-05-29,1
7803,90,73,2016-05-29,1
7807,15,232,2016-05-30,1
7808,15,288,2016-05-30,1
7809,15,299,2016-05-30,1
7810,15,48,2016-05-30,1
7811,15,103,2016-05-30,4
7812,15,199,2016-05-30,1
7813,15,124,2016-05-30,3
7814,15,29,2016-05-30,3
7815,15,180,2016-05-30,1
7816,15,95,2016-05-30,2
7817,15,235,2016-05-30,1
7818,15,226,2016-05-30,2
7819,15,12,2016-05-30,1
7820,15,2,2016-05-30,1
7821,15,216,2016-05-30,1
7824,30,192,2016-05-30,1
7825,30,299,2016-05-30,1
7826,30,317,2016-05-30,1
7827,30,66,2016-05-30,3
7828,30,305,2016-05-30,1
7829,30,113,2016-05-30,1
7830,30,259,2016-05-30,1
7831,30,27,2016-05-30,1
7832,30,287,2016-05-30,1
7833,30,239,2016-05-30,1
7834,30,261,2016-05-30,1
7835,30,71,2016-05-30,1
7836,30,194,2016-05-30,1
7837,30,147,2016-05-30,1
7838,30,278,2016-05-30,1
7839,30,163,2016-05-30,10
7840,30,126,2016-05-30,2
7841,30,141,2016-05-30,1
